model,policy,category,field,snippet,found
anthropic__claude-sonnet-4-6,amazon,behavioral_data,collected.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services... purchase and content use history, which we sometimes aggregate with similar information from other customers to create features like Top Sellers; the full Uniform Resource Locator (URL) clickstream to, through, and from our websites, including date and time; products and content you viewed or searched for",false
anthropic__claude-sonnet-4-6,amazon,behavioral_data,stored.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
anthropic__claude-sonnet-4-6,amazon,behavioral_data,shared.policy_snippet,"These third-party service providers have access to personal information needed to perform their functions, but may not use it for other purposes... We provide ad companies with information that allows them to serve you with more useful and relevant Amazon ads and to measure their effectiveness.",false
anthropic__claude-sonnet-4-6,amazon,behavioral_data,retention_policy.policy_snippet_deletion,"Yes, you can choose to automatically delete your voice recordings, text transcripts, and typed requests to Alexa after a specified period of time (3 or 18 months), or you can choose to not save any voice recordings... When you update information, we usually keep a copy of the prior version for our records.",false
anthropic__claude-sonnet-4-6,amazon,behavioral_data,retention_policy.policy_snippet_inactivity,"If you choose automatic deletion after 3 or 18 months, we will delete the voice recordings, text transcripts, and typed requests associated with a chat once the specified period of time has passed since your last request to Alexa within that chat.",true
anthropic__claude-sonnet-4-6,apple_health_app,biometric_data,collected.policy_snippet,,empty
anthropic__claude-sonnet-4-6,apple_health_app,biometric_data,stored.policy_snippet,,empty
anthropic__claude-sonnet-4-6,apple_health_app,biometric_data,shared.policy_snippet,,empty
anthropic__claude-sonnet-4-6,apple_health_app,biometric_data,retention_policy.policy_snippet_deletion,,empty
anthropic__claude-sonnet-4-6,apple_health_app,biometric_data,retention_policy.policy_snippet_inactivity,,empty
anthropic__claude-sonnet-4-6,apple_health_app,health_data,collected.policy_snippet,"The limited categories of personal data that we may collect when you use our products or services or contact us, which may constitute consumer health personal data, include those below. These are only collected in very limited cases, with example scenarios as noted: Physical or mental health or condition, including information about your health conditions, symptoms, status, diagnoses, testing, or treatments.",true
anthropic__claude-sonnet-4-6,apple_health_app,health_data,stored.policy_snippet,"There are limited circumstances in which Apple transmits but does not store data, some of which may be considered to constitute consumer health personal data... Apple does not retain any of this information in a form that personally identifies you.",false
anthropic__claude-sonnet-4-6,apple_health_app,health_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested or others at your direction or when required by applicable law.",true
anthropic__claude-sonnet-4-6,apple_health_app,health_data,retention_policy.policy_snippet_deletion,,empty
anthropic__claude-sonnet-4-6,apple_health_app,health_data,retention_policy.policy_snippet_inactivity,,empty
anthropic__claude-sonnet-4-6,apple_health_app,physiological_data,collected.policy_snippet,"Measurements of bodily functions, vital signs, and other related information. For instance, if you choose to participate in an Apple-sponsored health study, you may be asked to provide information about your symptoms or vital signs (for example, heart rate) as part of your consent to participate in the study.",true
anthropic__claude-sonnet-4-6,apple_health_app,physiological_data,stored.policy_snippet,"There are limited circumstances in which Apple transmits but does not store data, some of which may be considered to constitute consumer health personal data.",true
anthropic__claude-sonnet-4-6,apple_health_app,physiological_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested or others at your direction or when required by applicable law.",true
anthropic__claude-sonnet-4-6,apple_health_app,physiological_data,retention_policy.policy_snippet_deletion,,empty
anthropic__claude-sonnet-4-6,apple_health_app,physiological_data,retention_policy.policy_snippet_inactivity,,empty
